Academic_Level,Income,Registration_Time,Recency,Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Gender,Total_Purchase,Payment_Method,Age,Total_Spending,Marital_Status,Num_Of_Child
PhD,79174,11-01-2022,2,1075,39,518,193,92,129,1,5,6,7,2,0,0,0,1,0,0,Male,19,Not Provided,36,2046,Married,0
PhD,68462,12-12-2021,6,562,66,785,84,128,48,1,3,3,8,1,0,-1,0,0,0,0,Other,15,Not Provided,35,1673,Married,0
Master,59354,24-04-2023,59,296,23,78,39,13,13,1,4,4,7,3,0,-1,0,0,0,0,Other,16,Online,24,462,Married,2
Graduation,33039,09-09-2022,4,31,10,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,Female,7,Card,41,81,Married,1
Graduation,92344,15-01-2023,9,993,26,694,51,19,119,0,5,10,5,1,1,-1,0,0,0,0,Female,20,Card,32,1902,Married,0
Graduation,20895,06-10-2021,24,19,5,17,3,0,4,1,2,0,3,9,0,-1,0,0,0,0,Female,6,Cash,47,48,Married,1
Basic,25443,22-12-2021,82,2,6,3,8,9,7,1,1,0,3,8,0,-1,0,0,0,0,Male,5,Mobile,43,35,Married,1
PhD,26642,01-03-2023,71,14,4,15,2,2,8,2,2,0,3,6,0,-1,0,0,0,0,Female,7,Mobile,43,45,Divorced,1
PhD,27213,30-08-2021,19,20,5,26,10,9,3,3,2,0,4,8,0,-1,0,0,0,0,Male,9,Not Provided,38,73,Single,1
Master,98777,17-02-2023,23,1001,21,711,125,115,38,0,4,6,9,1,0,-1,0,0,0,0,Female,19,Card,33,2011,Single,0
Graduation,71367,23-08-2022,24,228,25,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,Other,17,Card,38,780,Together,0
2n Cycle,45204,11-04-2023,93,31,13,25,29,1,18,1,1,1,4,3,0,-1,0,0,0,0,Female,7,Mobile,26,117,Together,1
PhD,36778,05-08-2021,63,30,6,34,2,4,4,3,3,0,3,9,0,-1,0,0,0,0,Female,9,Online,33,80,Married,2
PhD,71466,05-04-2023,86,413,14,546,78,182,0,1,4,4,10,1,0,-1,0,0,0,0,Other,19,Online,37,1233,Single,0
PhD,83837,16-12-2021,79,848,68,119,86,89,111,1,9,10,5,4,0,-1,0,1,0,0,Female,25,Cash,31,1321,Married,0
PhD,6835,08-12-2021,76,108,4,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,Female,1,Online,42,140,Together,1
Graduation,96876,06-08-2022,79,909,45,735,40,194,21,1,7,7,9,2,0,0,0,1,0,0,Other,24,Not Provided,31,1944,Together,0
PhD,75261,23-04-2022,17,1240,19,413,23,34,17,1,5,6,5,2,0,0,0,0,0,0,Other,17,Mobile,45,1746,Together,0
PhD,32892,25-05-2023,78,27,2,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,Female,8,Mobile,39,49,Together,1
PhD,51039,10-12-2021,11,101,66,79,65,0,109,2,6,2,4,7,0,-1,0,0,0,0,Male,14,Cash,36,420,Married,2
Graduation,29478,17-01-2023,59,9,2,7,3,1,1,1,1,0,3,6,0,-1,0,0,0,0,Other,5,Mobile,30,23,Together,1
Graduation,80134,20-05-2022,40,1219,18,272,104,0,80,2,5,3,6,6,0,-1,0,1,0,0,Other,16,Not Provided,30,1693,Married,1
Graduation,44375,23-03-2023,73,214,7,28,7,7,41,1,4,1,6,5,0,-1,0,0,0,0,Other,12,Online,39,304,Married,1
PhD,4023,23-06-2023,29,6,2,1,1,1,1,15,0,0,0,19,0,-1,0,0,0,0,Female,15,Not Provided,35,12,Married,2
2n Cycle,46344,14-12-2021,28,234,22,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,Other,17,Card,36,432,Together,1
Graduation,55801,22-09-2022,35,368,6,51,6,4,95,6,7,2,6,7,0,-1,0,1,0,0,Female,21,Not Provided,47,530,Single,2
Basic,16014,17-03-2022,42,4,11,4,7,8,7,4,1,1,4,3,0,-1,0,0,0,0,Female,10,Online,42,41,Single,2
Graduation,46734,18-11-2021,40,111,7,137,26,23,29,2,6,1,5,7,0,-1,0,0,0,0,Male,14,Not Provided,42,333,Married,1
PhD,81051,23-05-2023,43,1143,31,249,38,29,14,1,5,5,12,2,0,-1,0,0,0,0,Other,23,Online,40,1504,Married,0
Graduation,10245,15-05-2022,32,5,9,7,6,4,13,3,1,2,2,5,0,-1,0,0,0,0,Male,8,Cash,45,44,Single,1
Graduation,79803,02-06-2023,54,575,10,216,21,16,33,1,4,3,5,1,0,-1,0,0,0,0,Female,13,Online,36,871,Divorced,1
Graduation,53201,12-02-2022,49,281,9,81,20,0,27,8,6,3,5,7,0,-1,0,0,0,0,Male,22,Not Provided,34,418,Single,2
Graduation,62998,30-09-2022,10,121,60,73,65,89,58,5,5,4,5,5,0,-1,0,0,0,0,Male,19,Card,49,466,Married,1
Graduation,61559,17-07-2022,8,280,85,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,Male,17,Not Provided,42,533,Single,1
Graduation,55761,24-04-2023,97,137,3,12,0,3,32,2,4,1,3,6,0,-1,0,0,0,0,Male,10,Mobile,39,187,Together,1
Basic,24882,09-09-2021,52,2,6,10,29,0,36,1,1,1,2,6,1,1,0,0,0,0,Female,5,Cash,39,83,Together,1
2n Cycle,70932,19-01-2023,57,201,195,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,Other,22,Not Provided,36,912,Married,1
Graduation,61223,13-06-2022,46,710,45,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,Female,18,Mobile,44,1344,Married,1
Master,83891,20-06-2023,24,218,40,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,Male,22,Mobile,43,819,Married,1
Graduation,57957,19-08-2022,24,291,61,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,Female,25,Cash,43,640,Together,1
Graduation,96843,23-04-2022,60,449,73,951,40,17,17,1,6,11,10,2,0,-1,0,0,0,0,Other,28,Mobile,31,1547,Single,0
Graduation,19986,14-11-2022,74,4,8,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,Male,4,Cash,41,25,Married,1
Graduation,36317,22-05-2022,53,88,5,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,Female,9,Cash,40,136,Together,1
Graduation,44911,15-03-2022,11,160,2,22,2,1,31,3,4,1,4,7,0,-1,0,0,0,0,Other,12,Cash,30,218,Together,1
Graduation,33039,09-09-2022,4,31,10,12,8,8,12,1,2,0,4,5,0,-1,0,0,0,0,Male,7,Card,40,81,Married,1
Graduation,71322,02-05-2023,31,122,26,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,Male,13,Not Provided,33,353,Together,1
PhD,65695,31-01-2023,50,372,34,189,0,58,6,2,5,4,10,4,0,-1,0,0,0,0,Female,21,Card,41,659,Married,1
PhD,39435,06-08-2022,16,72,2,18,0,0,13,1,3,1,2,7,0,-1,0,0,0,0,Male,7,Card,41,105,Together,1
Graduation,57967,03-03-2022,39,230,9,137,4,0,91,5,4,2,8,5,0,-1,0,0,0,0,Other,19,Not Provided,32,471,Single,1
PhD,37126,30-03-2023,9,46,5,9,4,4,7,1,1,2,2,6,1,-1,0,0,0,0,Male,6,Card,34,75,Married,1
Master,54730,15-08-2022,64,319,5,17,4,7,56,5,4,1,8,4,0,-1,0,0,0,0,Female,18,Mobile,37,408,Married,1
Master,26877,19-08-2022,74,102,15,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,Male,12,Card,35,271,Single,0
Graduation,50116,20-06-2023,68,55,2,10,0,0,2,2,1,0,4,5,0,0,0,0,0,0,Other,7,Card,25,69,Together,2
PhD,54456,11-07-2022,23,353,2,27,10,0,15,3,6,1,7,6,0,-1,0,0,0,0,Male,17,Online,28,407,Married,1
Master,32765,23-02-2023,49,14,5,17,7,3,3,2,2,0,4,5,0,-1,0,0,0,0,Other,8,Card,45,49,Married,1
Graduation,44964,16-12-2021,35,20,3,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,Male,5,Online,35,44,Together,2
Graduation,81217,19-07-2022,77,494,72,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,Male,22,Not Provided,32,1160,Single,0
Graduation,42162,19-11-2022,31,47,9,59,2,4,27,2,3,1,3,6,1,1,0,0,0,0,Female,9,Card,39,148,Together,1
PhD,35946,27-09-2022,24,9,2,3,0,0,0,1,0,0,3,5,0,-1,0,0,0,0,Female,4,Not Provided,37,14,Divorced,2
PhD,71670,09-07-2022,8,1463,18,128,0,0,160,1,5,3,6,6,0,0,1,0,1,0,Male,15,Mobile,38,1769,Widow,0
Graduation,42373,15-08-2022,83,68,7,61,3,8,19,5,2,1,5,5,0,-1,0,0,0,0,Female,13,Card,36,166,Single,2
Graduation,7500,27-12-2021,5,7,7,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,Other,10,Cash,36,60,Single,2
Graduation,23228,26-01-2023,71,14,4,18,6,1,0,2,2,0,3,8,0,-1,0,0,0,0,Other,7,Mobile,36,43,Together,1
Graduation,71113,17-12-2022,95,496,35,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,Male,26,Mobile,40,838,Married,1
Master,31385,05-12-2021,56,4,4,12,0,1,9,1,1,0,2,8,1,1,0,0,0,0,Female,4,Mobile,41,30,Single,1
Graduation,30545,17-10-2021,71,5,14,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,Male,7,Cash,41,72,Together,1
Graduation,34728,30-07-2022,2,15,2,16,0,0,6,1,1,1,2,6,0,-1,0,0,0,0,Male,5,Online,46,39,Together,1
Graduation,41154,09-04-2022,98,45,4,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,Other,6,Cash,32,72,Together,1
Graduation,58401,20-04-2023,55,11,2,11,17,29,29,1,1,2,2,4,0,-1,0,0,0,0,Female,6,Mobile,40,99,Divorced,1
Graduation,54386,17-05-2022,8,278,23,64,62,21,25,2,3,2,10,3,0,-1,0,0,0,0,Female,17,Card,36,473,Married,1
Graduation,28691,04-07-2022,56,6,6,13,8,0,4,1,1,0,3,8,0,-1,0,0,0,0,Other,5,Online,37,37,Married,1
Graduation,48920,20-10-2022,93,239,19,68,8,10,6,3,6,2,5,7,0,0,0,0,0,0,Female,16,Online,38,350,Married,2
Master,28072,08-07-2022,10,31,2,10,2,0,5,1,1,0,3,7,0,-1,0,0,0,0,Male,5,Online,27,50,Married,1
Graduation,69142,29-06-2023,50,449,6,34,6,4,39,3,8,1,7,5,0,-1,0,0,0,0,Male,19,Online,37,538,Divorced,1
Master,50014,22-01-2023,9,235,16,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,Other,15,Card,23,399,Single,1
Graduation,83917,18-04-2022,12,515,24,732,42,198,79,1,6,7,7,3,0,-1,0,0,0,0,Male,21,Online,38,1590,Single,0
Graduation,22108,08-05-2023,46,6,5,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,Female,7,Card,39,34,Married,2
Graduation,66294,17-03-2023,68,252,110,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,Other,13,Not Provided,31,970,Single,0
PhD,44124,11-05-2022,62,285,2,55,0,6,52,4,6,2,5,8,0,-1,0,0,0,0,Female,17,Online,37,400,Together,1
Graduation,7500,01-08-2021,19,8,2,12,13,7,32,5,4,1,2,9,1,-1,0,0,0,0,Other,12,Not Provided,43,74,Married,1
2n Cycle,46891,01-09-2022,91,44,14,23,29,15,61,1,2,1,4,4,0,-1,0,0,0,0,Other,8,Mobile,28,186,Married,1
Graduation,36075,09-12-2022,54,47,2,30,12,1,30,1,2,0,4,6,0,-1,0,0,0,0,Male,7,Cash,40,122,Together,1
Graduation,63967,09-08-2022,57,388,86,141,73,35,162,3,4,4,12,2,0,-1,0,0,0,0,Other,23,Not Provided,33,885,Married,1
Master,157733,04-06-2022,37,40,3,9,2,0,8,0,1,0,1,1,0,-1,0,0,0,0,Female,2,Online,38,62,Together,1
Graduation,66825,14-07-2022,73,244,103,405,29,40,40,1,4,5,6,2,0,-1,0,0,0,0,Female,16,Not Provided,41,861,Together,0
Graduation,70951,04-05-2022,66,240,12,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,Female,17,Not Provided,29,1201,Married,0
Master,73395,18-03-2023,94,273,9,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,Male,15,Not Provided,34,400,Married,0
Graduation,81702,23-09-2021,98,564,52,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,Male,27,Online,30,1636,Divorced,0
Graduation,42014,17-08-2021,56,245,17,108,4,15,50,6,7,1,6,8,0,-1,0,0,0,0,Female,20,Card,34,439,Married,1
Graduation,47958,19-01-2022,8,269,13,88,15,3,22,2,6,3,5,5,0,-1,0,0,0,0,Other,16,Online,34,410,Single,1
PhD,46734,21-10-2022,86,101,3,39,6,1,76,4,3,2,3,6,1,-1,0,0,0,0,Female,12,Cash,36,226,Single,3
Graduation,71847,21-09-2021,95,738,23,106,55,63,210,0,6,7,9,3,0,-1,0,1,0,0,Male,22,Cash,41,1195,Divorced,0
Master,54348,08-06-2023,51,71,2,16,0,0,4,2,2,0,4,6,0,-1,0,0,0,0,Other,8,Mobile,30,93,Married,2
PhD,70038,25-10-2022,54,588,56,348,71,54,130,1,4,4,8,2,0,-1,0,0,0,0,Female,17,Card,34,1247,Together,0
Master,92163,12-12-2021,25,818,185,797,106,163,20,0,5,11,5,2,0,-1,0,1,0,0,Female,21,Online,36,2089,Married,0
Graduation,62335,23-05-2022,87,244,133,217,85,6,26,2,3,3,13,2,0,-1,0,0,0,0,Male,21,Online,39,711,Divorced,1
Graduation,34935,21-06-2022,71,35,6,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,Other,8,Card,31,140,Married,0
Graduation,29315,06-04-2023,55,14,4,14,8,7,4,4,2,0,4,6,0,-1,0,0,0,0,Other,10,Cash,40,51,Married,2
Graduation,39747,13-04-2023,43,81,17,93,20,13,52,3,5,1,4,8,0,-1,0,0,0,0,Other,13,Online,34,276,Single,1
Graduation,19740,24-03-2022,65,8,13,3,10,4,20,2,1,1,3,5,0,-1,0,0,0,0,Other,7,Card,29,58,Together,1
Master,53367,31-08-2022,2,230,9,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,Male,21,Card,36,403,Divorced,2
Master,65176,29-10-2021,57,961,30,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,Male,25,Not Provided,34,1534,Together,1
Basic,26997,05-11-2021,89,8,25,78,133,49,144,2,4,2,5,7,0,-1,0,0,0,0,Male,13,Mobile,37,437,Married,0
Basic,18978,11-12-2021,41,3,10,1,4,7,15,1,1,0,3,8,0,-1,0,0,0,0,Male,5,Not Provided,35,40,Married,1
Master,80184,01-03-2023,19,1036,136,670,25,38,0,1,6,3,10,3,0,-1,0,1,0,0,Female,20,Mobile,34,1905,Married,0
Graduation,77298,02-11-2022,46,426,117,292,23,35,79,1,6,6,11,3,0,-1,0,0,0,0,Female,24,Cash,40,972,Together,1
Graduation,50200,03-04-2022,70,267,8,51,8,6,64,6,7,1,5,8,0,-1,0,0,0,0,Male,19,Online,36,404,Together,2
2n Cycle,87305,23-09-2021,19,346,27,501,63,138,80,1,5,3,8,2,0,-1,0,0,0,0,Male,17,Online,42,1155,Divorced,0
Master,38452,30-03-2023,62,57,2,14,0,0,2,3,3,0,3,7,0,-1,0,0,0,0,Female,9,Not Provided,30,75,Married,2
2n Cycle,46779,12-07-2022,55,13,3,3,0,0,7,1,0,1,2,4,0,-1,0,0,0,0,Male,4,Not Provided,36,26,Widow,2
Graduation,49413,25-10-2022,88,206,9,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,Female,13,Cash,38,307,Married,1
Graduation,39453,03-04-2023,64,47,2,7,0,0,2,2,2,0,3,6,0,-1,0,0,0,0,Other,7,Not Provided,28,58,Together,1
Graduation,54137,16-08-2022,46,172,2,11,0,1,20,2,4,1,4,6,0,-1,0,0,0,0,Other,11,Mobile,38,206,Divorced,1
Graduation,67445,12-08-2021,63,758,82,217,29,80,11,5,9,6,12,6,0,-1,0,0,0,0,Female,32,Not Provided,30,1177,Married,1
PhD,71969,16-10-2021,59,1001,2,76,0,0,10,3,3,4,9,8,0,-1,0,0,0,0,Male,19,Card,27,1089,Married,1
Graduation,59868,22-07-2022,37,772,53,154,54,10,154,7,11,2,12,6,0,-1,0,0,0,0,Female,32,Online,42,1197,Together,1
Master,30523,01-07-2022,0,6,2,3,0,0,5,1,1,0,2,7,0,-1,0,0,0,0,Male,4,Online,33,16,Single,3
Graduation,31089,17-08-2021,57,32,5,31,2,8,4,3,3,0,4,8,0,-1,0,0,0,0,Other,10,Card,44,82,Together,1
Graduation,92910,24-04-2023,42,552,139,792,179,103,33,1,6,7,13,1,0,0,0,1,0,0,Female,27,Mobile,43,1798,Married,0
Graduation,61286,02-08-2022,34,357,2,107,19,9,117,2,7,1,8,5,0,-1,0,0,0,0,Male,18,Not Provided,31,611,Married,1
Graduation,70666,06-12-2022,29,399,42,367,119,122,30,1,7,4,4,4,0,-1,0,0,0,0,Female,16,Not Provided,40,1079,Together,0
PhD,25509,18-09-2021,15,41,5,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,Other,9,Not Provided,34,104,Divorced,1
Graduation,62551,18-11-2022,27,126,18,98,134,21,27,1,6,7,4,3,1,-1,0,0,0,0,Female,18,Card,35,424,Divorced,0
Graduation,74485,24-08-2022,58,500,151,815,173,49,49,1,6,7,12,3,0,-1,0,0,0,0,Other,26,Mobile,35,1737,Together,0
Master,47808,20-10-2022,30,124,3,26,2,0,72,2,3,2,3,7,1,1,0,0,0,0,Male,10,Cash,40,227,Married,1
Graduation,83844,12-05-2022,57,902,33,345,75,31,191,1,4,4,11,1,0,-1,0,0,0,0,Male,20,Online,39,1577,Together,0
PhD,31605,22-11-2021,15,75,2,42,2,1,6,2,2,1,4,7,0,-1,0,0,0,0,Male,9,Not Provided,43,128,Married,1
Master,63206,20-03-2023,65,751,10,125,11,8,26,1,4,3,6,2,0,-1,0,0,0,0,Other,14,Online,34,931,Married,0
PhD,74165,01-05-2022,9,1002,14,240,16,12,12,1,5,4,10,2,0,-1,0,0,0,0,Male,20,Mobile,33,1296,Divorced,0
2n Cycle,56337,27-03-2022,25,350,18,144,28,5,182,5,8,5,4,8,1,1,0,1,0,0,Female,22,Cash,31,727,Married,2
Graduation,24711,18-04-2023,86,11,9,25,6,3,7,1,3,0,3,7,0,-1,0,0,0,0,Other,7,Not Provided,36,61,Married,0
Graduation,22585,18-03-2022,23,4,11,15,13,2,39,1,1,1,2,9,1,-1,0,0,0,0,Male,5,Card,43,84,Single,0
PhD,65968,12-05-2023,12,377,11,83,19,4,4,2,5,4,7,3,0,-1,0,0,0,0,Other,18,Not Provided,37,498,Together,1
Graduation,37085,26-06-2023,65,40,3,16,2,0,3,4,3,0,3,8,0,-1,0,0,0,0,Male,10,Online,43,64,Married,2
Graduation,2447,06-01-2022,42,2,3,1725,1,1,1,15,0,28,0,1,0,-1,0,0,0,0,Other,43,Mobile,36,1733,Married,1
Graduation,4861,22-06-2023,20,3,3,1,1,0,1,0,0,0,0,14,0,-1,0,0,0,0,Female,0,Not Provided,40,9,Divorced,0
Master,33585,25-09-2022,91,31,13,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,Other,7,Online,45,125,Married,1
Master,34242,23-03-2023,25,9,4,4,0,0,1,1,0,0,3,5,0,-1,0,0,0,0,Female,4,Online,34,18,Married,1
PhD,33996,11-09-2022,46,41,4,15,8,0,6,1,1,1,3,4,0,-1,0,0,0,0,Other,6,Mobile,34,74,Single,0
Graduation,72906,17-09-2022,79,401,34,519,71,75,54,1,3,4,9,1,0,-1,0,0,0,0,Female,17,Cash,42,1154,Single,0
Graduation,72504,06-04-2022,43,605,28,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,Other,22,Not Provided,48,1481,Single,1
Graduation,46053,17-02-2022,46,57,12,92,19,7,25,3,3,2,4,5,0,-1,0,0,0,0,Female,12,Online,36,212,Together,1
Master,76234,06-02-2023,21,520,52,167,130,0,41,1,8,3,11,3,0,-1,0,0,0,0,Other,23,Online,32,910,Married,1
Graduation,19346,30-01-2023,26,3,2,9,3,6,2,1,1,0,3,8,0,-1,0,0,0,0,Male,5,Not Provided,39,25,Divorced,1
Master,62499,09-12-2022,0,141,6,61,0,13,4,2,3,1,6,4,0,-1,0,0,0,0,Male,12,Cash,40,225,Together,1
Graduation,61825,07-08-2022,56,163,52,100,55,30,27,1,4,2,8,4,0,-1,0,0,0,0,Other,15,Online,38,427,Single,1
PhD,35860,19-05-2023,37,16,2,8,4,2,20,2,1,1,2,5,1,-1,0,0,0,0,Female,6,Card,37,52,Divorced,2
Graduation,53977,08-06-2022,21,621,18,165,0,24,82,5,5,5,12,5,0,-1,0,0,0,0,Male,27,Not Provided,37,910,Together,1
Master,49681,04-11-2022,66,412,2,26,0,0,21,6,7,1,7,7,0,-1,0,0,0,0,Other,21,Cash,32,461,Married,2
Graduation,73691,06-11-2022,58,708,23,250,85,43,73,2,6,2,8,2,1,-1,0,0,0,0,Other,18,Not Provided,45,1182,Married,1
2n Cycle,70924,07-04-2023,41,636,116,254,132,152,76,1,6,6,7,3,0,-1,0,0,0,0,Female,20,Online,29,1366,Married,0
2n Cycle,31878,22-06-2023,7,24,6,5,10,5,23,1,1,0,4,3,0,-1,0,0,0,0,Other,6,Mobile,32,73,Single,1
Graduation,83528,01-05-2023,7,531,119,678,134,44,147,1,4,10,8,1,1,-1,0,1,0,0,Female,23,Card,44,1653,Single,0
2n Cycle,38702,01-08-2022,71,14,13,24,13,8,40,2,3,0,4,6,0,-1,0,0,0,0,Male,9,Not Provided,44,112,Together,1
Graduation,42523,23-04-2023,96,15,38,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,Other,7,Not Provided,37,128,Married,0
Graduation,63404,06-06-2023,97,735,28,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,Female,15,Mobile,35,905,Together,2
PhD,51411,26-05-2022,81,15,2,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,Female,4,Card,37,21,Single,3
Graduation,54178,21-01-2023,79,136,11,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,Female,10,Online,32,197,Together,1
Graduation,87771,22-05-2022,61,1493,40,287,50,57,33,1,5,10,4,6,0,-1,1,1,1,0,Male,20,Cash,32,1960,Together,1
Graduation,81361,25-02-2023,18,164,25,424,27,65,76,1,3,10,13,1,0,-1,0,0,0,0,Other,27,Card,35,781,Divorced,0
Graduation,20180,20-02-2022,27,19,44,24,15,20,18,1,2,1,4,7,0,-1,0,0,0,0,Male,8,Mobile,34,140,Single,0
2n Cycle,35688,22-08-2021,94,74,5,90,12,1,32,7,4,1,4,8,0,-1,0,0,0,0,Other,16,Cash,47,214,Married,3
PhD,39665,25-05-2022,97,128,3,56,0,1,31,3,4,2,3,7,1,-1,0,0,0,0,Female,12,Card,39,219,Together,1
Graduation,17148,28-01-2023,80,10,11,11,13,10,16,4,3,1,3,8,0,-1,0,0,0,0,Other,11,Cash,41,71,Married,1
Graduation,82025,28-05-2022,76,268,100,606,48,70,98,1,3,2,6,1,0,-1,0,0,0,0,Male,12,Not Provided,38,1190,Divorced,0
PhD,65526,11-04-2023,22,398,21,69,12,0,9,1,4,4,8,2,0,-1,0,0,0,0,Male,17,Mobile,38,509,Married,1
Graduation,71434,18-09-2022,4,712,38,217,172,96,168,3,7,4,7,4,0,-1,0,1,0,0,Other,21,Online,41,1403,Married,1
Graduation,61250,16-12-2021,49,383,140,65,60,26,59,6,5,2,12,5,0,-1,0,0,0,0,Male,25,Mobile,35,733,Divorced,1
Master,69882,10-11-2022,94,293,129,635,132,127,165,1,3,7,9,1,0,-1,0,0,0,0,Female,20,Online,41,1481,Single,0
PhD,50729,02-05-2022,62,240,15,143,45,4,52,9,6,2,7,6,0,-1,0,0,0,0,Male,24,Online,43,499,Single,2
Graduation,23272,17-10-2022,29,20,5,6,4,2,12,1,1,0,3,4,0,-1,0,0,0,0,Other,5,Mobile,40,49,Divorced,0
Graduation,71819,28-08-2022,70,1225,30,140,0,14,168,3,3,3,5,6,0,0,0,0,0,0,Male,14,Online,32,1577,Together,1
Graduation,33456,21-04-2023,58,8,5,10,8,1,7,2,1,0,3,7,0,-1,0,0,0,0,Female,6,Cash,41,39,Together,2
Graduation,75759,25-10-2022,46,1395,24,708,89,91,182,1,9,7,9,5,1,1,0,1,0,0,Female,26,Online,41,2489,Married,0
Master,74290,12-08-2022,70,1122,2,72,0,12,12,4,10,8,10,6,0,-1,0,1,0,0,Female,32,Not Provided,45,1220,Divorced,1
PhD,54466,09-02-2023,78,13,2,4,0,0,0,1,1,0,2,5,0,-1,0,0,0,0,Other,4,Not Provided,35,19,Single,2
2n Cycle,45889,02-07-2022,42,32,2,6,0,1,8,1,1,0,3,6,0,-1,0,0,0,0,Male,5,Not Provided,30,49,Single,1
Basic,16185,05-08-2022,71,6,13,16,21,8,45,2,2,2,2,8,0,-1,0,0,0,0,Female,8,Cash,46,109,Single,1
Master,75012,25-01-2023,41,295,144,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,Female,23,Card,38,1030,Divorced,0
Master,77027,05-02-2023,23,821,59,242,45,0,11,2,8,3,6,4,0,-1,0,0,0,0,Female,19,Online,42,1178,Married,1
Master,42169,19-10-2022,20,20,2,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,Male,6,Not Provided,39,33,Married,2
Basic,23529,07-01-2022,67,10,9,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,Other,5,Online,35,57,Single,1
Graduation,40211,30-07-2022,30,52,3,7,2,1,25,2,2,1,2,8,1,-1,0,0,0,0,Other,7,Mobile,45,90,Married,2
Graduation,13624,20-01-2022,93,11,4,15,2,1,6,2,2,0,3,6,0,-1,0,0,0,0,Other,7,Online,30,39,Married,1
2n Cycle,16248,10-05-2023,77,13,13,10,3,12,9,3,2,1,3,6,0,-1,0,0,0,0,Other,9,Cash,38,60,Married,1
Graduation,35196,13-11-2021,68,76,14,141,43,39,187,6,6,1,5,8,0,-1,0,0,0,0,Male,18,Not Provided,39,500,Together,1
Graduation,27938,28-04-2023,31,14,2,8,2,1,5,1,1,0,4,3,0,-1,0,0,0,0,Female,6,Not Provided,39,32,Single,1
2n Cycle,58582,28-09-2022,15,403,37,106,101,77,42,2,9,2,9,5,0,0,0,0,0,0,Other,22,Mobile,39,766,Together,1
Master,35416,13-06-2022,62,249,5,81,4,3,51,3,7,1,5,8,0,-1,0,0,0,0,Other,16,Mobile,40,393,Divorced,0
Graduation,38557,19-12-2021,17,77,5,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,Female,9,Not Provided,37,148,Single,1
2n Cycle,13533,10-03-2022,45,13,5,8,8,0,17,2,2,0,3,7,0,-1,0,0,0,0,Other,7,Card,31,51,Divorced,1
2n Cycle,12393,04-12-2021,38,6,8,15,11,7,13,1,2,0,3,9,0,-1,0,0,0,0,Other,6,Cash,36,60,Married,0
Graduation,53034,30-05-2022,30,161,17,196,15,11,50,8,6,1,7,8,0,-1,0,0,0,0,Other,22,Mobile,30,450,Divorced,2
Master,49912,07-09-2021,5,521,10,223,32,49,42,4,10,5,7,8,1,1,0,0,0,0,Female,26,Cash,39,877,Together,1
Graduation,30983,09-11-2021,50,52,6,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,Other,8,Mobile,36,170,Single,0
Graduation,54984,24-05-2023,51,174,15,131,32,3,6,4,6,1,6,7,0,-1,0,1,0,0,Other,17,Cash,43,361,Married,1
